20623864,19805744,19755064,19938960,19923032,19676872,19731896,20088104,20011360,19488632,19902760,19578408,19730448,20044664,16941600,15023000,13760344,13718352,13576448,12843760,12208088,12447008,13153632,13628576,14222256,13590928,13811024,13828400,13937000,13796544,14209224,13754552,13993472,13627128,13666224,13890664,13407032,13438888,13825504,13625680,13989128,13741520,13880528,13871840,13705320,13847224,13425856,13893560,13643056,13747312,19650808,19801400,19788368,19516144,19715968,19807192,19960680,20001224,19782576,19950544,19993984,19755064,20009912,20141680,20069280,20235800,20254624,19707280,20040320,19915792,0
15392240,11391416,11049688,10745608,11142360,11054032,11219104,10825248,11245168,11303088,11414584,11336392,11313224,11310328,9181768,7762728,6610120,6132280,6822976,6743336,5954176,5848472,6458080,7287784,7030040,7603448,7407968,7069136,7089408,7234208,6931576,6953296,7005424,7442720,7218280,6898272,7373216,7293576,7240000,7257376,7186424,6953296,7177736,7031488,7077824,7247240,7442720,6973568,7296472,7331224,12736608,11248064,11245168,11151048,10991768,11109056,11058376,10959912,10215640,10725336,10767328,10984528,10985976,11201728,11093128,10945432,10926608,11046792,11064168,10929504,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,8570712,15657224,18343264,19382928,20021496,21502800,22348432,22354224,20506576,18761736,18757392,18540192,18971696,18753048,18726984,18787800,18486616,19025272,18760288,18585080,18913776,18766080,18757392,18755944,18754496,18758840,18755944,18758840,18757392,18755944,18753048,18755944,18763184,18757392,18750152,18592320,282360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
