2,1,0.595655
1,2,0.975699
2,3,0.616705
0,4,1.465484
0,5,1.327802
1,6,0.887396
2,7,0.714261
0,8,1.202789
1,9,0.845092
2,10,0.779211
1,11,0.852219
0,12,1.118966
0,13,1.067345
2,14,0.794984
1,15,0.856687
0,16,1.027309
1,17,0.908086
2,18,0.847474
0,19,0.994388
1,20,0.925393
0,21,0.979374
2,22,0.845270
2,23,0.870378
0,24,0.970428
1,25,0.964862
0,26,0.954327
1,27,0.980806
1,28,0.982582
2,29,0.909243
0,30,0.946502
1,31,0.985918
0,32,0.944566
1,33,0.985766
0,34,0.947045
1,35,0.979675
0,36,0.940821
2,37,0.881729
1,38,0.978607
0,39,0.964278
1,40,0.978534
0,41,0.969559
1,42,0.971995
2,43,0.876598
0,44,0.981397
2,45,0.870256
0,46,0.987214
2,47,0.846613
2,48,0.862838
0,49,0.991311
2,50,0.881211
1,51,0.930082
0,52,1.000509
2,53,0.926790
0,54,1.000182
1,55,0.925081
2,56,0.930131
0,57,0.995604
1,58,0.922322
1,59,0.925334
1,60,0.932578
0,61,0.982784
2,62,0.955877
0,63,0.975057
1,64,0.944669
0,65,0.969902
1,66,0.956409
0,67,0.967216
1,68,0.966209
0,69,0.965565
1,70,0.973328
2,71,0.937956
1,72,0.981803
2,73,0.925733
0,74,0.965842
1,75,0.988548
2,76,0.880590
0,77,0.956236
1,78,0.988826
0,79,0.960675
2,80,0.882623
1,81,0.982194
0,82,0.966119
2,83,0.887906
0,84,0.972011
1,85,0.974977
0,86,0.983067
2,87,0.905184
1,88,0.975949
0,89,0.985791
0,90,0.988688
1,91,0.972223
2,92,0.909674
0,93,0.989160
1,94,0.966567
0,95,0.992690
0,96,0.993722
2,97,0.884253
0,98,0.996230
0,99,0.997034
1,100,0.960639
1,101,0.958889
0,102,0.997792
1,103,0.958155
0,104,0.998212
0,105,0.997400
1,106,0.960359
2,107,0.900449
0,108,0.997372
0,109,0.995709
2,110,0.901970
1,111,0.964186
0,112,1.000596
1,113,0.975750
2,114,0.917634
2,115,0.924417
1,116,0.972790
0,117,0.993531
1,118,0.975365
0,119,0.992016
1,120,0.977261
0,121,0.989630
2,122,0.902404
0,123,0.987763
0,124,0.985326
0,125,0.983881
1,126,0.983233
0,127,0.983455
1,128,0.984187
0,129,0.982524
1,130,0.978791
0,131,0.982916
2,132,0.927571
0,133,0.984049
2,134,0.929179
1,135,0.981224
0,136,0.984368
0,137,0.985429
2,138,0.935146
1,139,0.979601
0,140,0.987146
1,141,0.978683
1,142,0.978727
0,143,0.987674
1,144,0.978773
0,145,0.988515
2,146,0.909712
0,147,0.989430
0,148,0.974537
1,149,0.978638
1,150,0.977769
0,151,0.977435
0,152,0.980070
1,153,0.977870
0,154,0.982938
1,155,0.977594
2,156,0.907582
0,157,0.987497
1,158,0.978520
0,159,0.991467
1,160,0.978814
0,161,0.994266
2,162,0.899414
1,163,0.979067
1,164,0.979663
0,165,0.999471
1,166,0.979976
2,167,0.871942
1,168,0.990046
1,169,0.990130
0,170,1.008527
0,171,1.008164
2,172,0.883557
1,173,0.989854
0,174,1.006824
2,175,0.888738
0,176,1.006394
0,177,1.005312
1,178,0.982316
2,179,0.907119
0,180,1.004289
1,181,0.979735
0,182,1.000905
1,183,0.979206
0,184,0.999971
1,185,0.979230
0,186,0.998388
1,187,0.979089
0,188,0.996499
2,189,0.934973
1,190,0.973889
0,191,0.993552
1,192,0.975029
1,193,0.977500
0,194,0.989149
0,195,0.987106
1,196,0.981706
0,197,0.985384
1,198,0.985489
1,199,0.989658
0,200,0.983199
2,201,0.896244
1,202,0.990623
0,203,0.988257
1,204,1.005625
0,205,0.987764
2,206,0.916182
0,207,0.986078
1,208,1.008469
1,209,1.008705
0,210,0.985563
1,211,1.008751
0,212,0.985353
2,213,0.931987
0,214,0.985402
1,215,1.008259
0,216,0.987180
0,217,0.987321
1,218,1.005960
1,219,1.004804
0,220,0.987961
1,221,1.002984
2,222,0.945115
0,223,0.988946
1,224,1.001980
0,225,0.990443
1,226,1.000025
2,227,0.947117
0,228,0.992333
1,229,0.997461
2,230,0.949560
0,231,0.995229
1,232,0.994756
1,233,0.992022
0,234,0.996950
2,235,0.953595
0,236,0.998980
1,237,0.988641
1,238,0.987175
0,239,1.000249
1,240,0.985007
0,241,1.001321
2,242,0.910730
1,243,0.982575
0,244,1.001939
1,245,0.980869
0,246,1.002693
1,247,0.980055
0,248,1.002517
2,249,0.923911
1,250,0.979709
0,251,1.002169
1,252,0.979391
2,253,0.929409
2,254,0.939798
1,255,0.981759
0,256,0.987363
1,257,0.982377
0,258,0.986590
1,259,0.982181
1,260,0.982665
0,261,0.986063
1,262,0.983075
0,263,0.986087
1,264,0.979580
2,265,0.965094
1,266,0.982545
0,267,0.985821
1,268,0.983349
0,269,0.985773
1,270,0.989364
2,271,0.964571
0,272,0.986702
0,273,0.986750
1,274,0.992042
0,275,0.987702
2,276,0.882773
0,277,0.988060
1,278,0.984619
1,279,0.988148
0,280,0.991270
1,281,0.989313
2,282,0.903246
1,283,0.997785
0,284,1.000338
0,285,1.000454
1,286,0.999792
0,287,1.000418
2,288,0.913654
0,289,1.000053
1,290,0.999598
0,291,0.999482
1,292,0.999463
0,293,0.999237
0,294,0.998997
1,295,0.999658
2,296,0.925188
0,297,0.998912
1,298,0.999061
0,299,0.998366
1,300,0.998118
2,301,0.928647
0,302,0.998223
1,303,0.997309
1,304,0.996965
0,305,0.997647
2,306,0.937022
1,307,0.996345
0,308,0.997087
1,309,0.995963
1,310,0.994752
0,311,0.996456
1,312,0.994390
0,313,0.995961
1,314,0.993792
0,315,0.995390
1,316,0.993608
0,317,0.995066
1,318,0.992900
0,319,0.994911
1,320,0.992589
0,321,0.994600
1,322,0.992194
0,323,0.994383
1,324,0.992042
2,325,0.972018
0,326,0.994484
1,327,0.992284
0,328,0.994333
1,329,0.994171
0,330,0.994283
1,331,0.993995
0,332,0.994555
1,333,0.993740
0,334,0.994643
1,335,0.993567
0,336,0.994804
1,337,0.994147
2,338,0.911893
0,339,0.995110
1,340,0.994354
1,341,1.003765
0,342,1.003773
2,343,0.924782
1,344,1.004737
0,345,1.004012
1,346,1.004816
1,347,1.004580
2,348,0.933312
0,349,1.004120
1,350,1.004354
2,351,0.936539
0,352,1.003864
1,353,1.004314
1,354,1.003548
0,355,1.002971
2,356,0.943858
0,357,1.002896
1,358,1.003489
2,359,0.949146
0,360,1.001653
0,361,1.001299
1,362,1.002154
2,363,0.962571
0,364,1.000396
1,365,1.000738
0,366,0.999917
2,367,0.968701
0,368,0.999380
1,369,0.999042
0,370,0.998708
1,371,0.998243
2,372,0.978529
0,373,0.997913
1,374,0.996763
2,375,0.981289
1,376,0.989841
0,377,0.997418
1,378,0.989771
0,379,0.996560
1,380,0.992310
2,381,0.994385
0,382,0.996163
0,383,0.995530
1,384,0.961389
2,385,1.000918
