938513000,4,581,16,1
938828000,3,434,16,1
938944000,13,205,32,1
939010000,5,506,16,1
939044000,6,524,16,1
939089000,3,204,16,1
939285000,5,208,16,1
939292000,5,472,16,1
939592000,0,495,16,1
939685000,10,788,16,1
