7200179290000.0,4,264719034,16,0
7202399483386.0,3,197570570,16,0
7203217078411.0,13,93230992,32,0
7203682261787.0,5,230420970,16,0
7203921901708.0,6,238240490,16,0
7204239072192.0,3,92984127,16,0
7205620525854.0,5,94897103,16,0
7205669863485.0,5,214698826,16,0
7207784333376.0,0,225020272,16,0
7208439819043.0,10,358335802,16,0
7208693555430.0,1,223416778,16,0
7209271510533.0,4,45810543,16,0
7209638018648.0,13,213913104,16,0
7209842417404.0,4,364635306,16,0
7209919947967.0,9,268876858,16,0
7210018623228.0,9,205113402,16,0
7210554288934.0,3,297563626,16,0
7211026520543.0,10,173797738,16,0
7211280256930.0,6,92497087,16,0
7211512848618.0,6,201387082,16,0
7211583330948.0,9,251306650,16,0
7212534842399.0,3,94383711,16,0
7214127743050.0,7,186037898,16,0
7214184128914.0,7,210885482,16,0
7214346238273.0,11,186025642,16,0
7216467756397.0,2,288524058,16,0
7216531190494.0,8,454514030,120,0
7216918843307.0,7,193987434,16,0
7216918843307.0,14,256024794,16,0
7217003422103.0,7,221502874,32,0
7217059807966.0,14,321930954,16,1
7217496798411.0,8,454514150,15,0
7218018367650.0,13,305785200,16,1
7218490599260.0,3,364675738,16,0
7218737287414.0,1,189980650,16,0
7219146084926.0,9,161821722,16,0
7219590123603.0,14,93571167,16,0
7219963679951.0,2,168320954,16,0
7221197120720.0,13,247725136,16,0
7221648207631.0,0,370749056,16,1
7221683448795.0,8,454514193,3,0
7221894895785.0,8,454514165,28,0
7222028812211.0,0,181679344,16,1
7222099294541.0,15,163302026,16,0
7222754780207.0,12,231150698,16,0
7222832310770.0,14,299776330,16,1
7222860503702.0,6,279625210,16,0
7223093095390.0,5,209141194,16,0
7223227011816.0,14,209176074,16,1
7223234060049.0,13,213437488,16,0
7223304542379.0,14,93806655,16,0
7223812015153.0,1,198270506,16,1
7223917738647.0,3,269983178,16,1
7223967076278.0,7,219334778,16,0
7224072799773.0,7,375896938,16,0
7224277198529.0,4,241996954,16,0
7224601417246.0,9,192906602,16,1
7224819912468.0,15,193143658,16,1
7224939732428.0,4,95546559,16,0
7225235758213.0,12,286405706,16,1
7225489494600.0,9,362935002,16,1
7225665700424.0,15,371296266,16,0
7225707989822.0,6,172987626,16,0
7226018112073.0,3,168398218,16,0
7226109739101.0,3,189073802,16,0
7226307089625.0,5,189983866,16,1
7226377571954.0,12,186038666,16,0
7227124684649.0,13,183768096,16,1
7227533482162.0,13,328362736,16,1
7228012762004.0,0,95072448,16,1
7228929032290.0,9,298991050,16,1
7229041804017.0,3,212046314,16,1
7229683193218.0,10,158719818,16,1
7230197714225.0,14,194183722,16,0
7230500788242.0,12,344613674,16,0
7230698138766.0,8,454514196,42,0
7231092839812.0,8,454514238,9,0
7231170370375.0,8,454514247,1,0
7231755373711.0,11,308666394,16,0
7231931579536.0,12,289158730,16,1
7232044351263.0,1,343917434,16,1
7232361521747.0,4,240283034,16,0
7232537727571.0,4,335227050,16,0
7232847849822.0,5,98823343,16,0
7233559721352.0,15,301086282,16,1
7233651348381.0,3,343026506,16,1
7233728878943.0,13,201308096,16,0
7234017856495.0,15,227524650,16,0
7234116531757.0,6,256593594,16,0
7234222255251.0,15,324440010,32,0
7234292737581.0,10,242454026,16,1
7234539425735.0,14,308310794,16,0
7234694486860.0,10,364872138,16,1
7234955271480.0,0,172070928,16,0
7234969367946.0,5,189249530,16,0
7235103284373.0,10,154934346,16,1
7235871541766.0,4,366281802,16,1
7236047747591.0,4,252204810,16,0
7236118229920.0,3,195336138,16,0
7236195760483.0,15,200983498,16,0
7236301483978.0,15,191368410,16,0
7236386062773.0,14,232449786,16,0
7236400159239.0,5,376295066,16,0
7236978114343.0,3,93672815,16,1
7237062693139.0,6,211474602,32,0
